,name,category,artist,popularity,urls
0,Woman,happy,Harry Styles,72,https://open.spotify.com/track/33bURv895AN4FkBvgFo2dx
1,Payphone,happy,"Maroon 5,Wiz Khalifa",85,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A
2,The Nights,happy,Avicii,87,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
3,Get To Know You,happy,Samantha Harvey,69,https://open.spotify.com/track/3oiLlbBynuErymca4Dwp5H
4,Paper Rings,happy,Taylor Swift,84,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR
5,Best Day Of My Life,happy,American Authors,80,https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP
6,"Hap, Hap, Hap, Happy Birthday",happy,Parry Gripp,50,https://open.spotify.com/track/5ZG02EkmEPswTNLes6bygO
7,"Happy Birthday Dear Saturday Club - Live At The BBC For ""Saturday Club"" / 5th October, 1963",happy,The Beatles,50,https://open.spotify.com/track/2UpYmhDZVmzfdsgvLavmfj
8,Don't Worry Be Happy,happy,Bobby McFerrin,71,https://open.spotify.com/track/4hObp5bmIJ3PP3cKA9K9GY
9,"Happy - From ""Despicable Me 2""",happy,Pharrell Williams,82,https://open.spotify.com/track/60nZcImufyMA1MKQY3dcCH
10,AOK,happy,Tai Verdes,76,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
11,Olivia,happy,One Direction,72,https://open.spotify.com/track/5dONhl6aXFuN86UBdayF6W
12,Better When I'm Dancin',happy,Meghan Trainor,77,https://open.spotify.com/track/5k5fWendNngd89O8JKoE8L
13,Sunroof,happy,"Nicky Youre,dazy",88,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
14,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",happy,Justin Timberlake,80,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
15,Smile,happy,Benjamin Ingrosso,65,https://open.spotify.com/track/2X97u85uhrMdjPLFZ8Upn8
16,Just A Cloud Away,happy,Pharrell Williams,68,https://open.spotify.com/track/0DGTcMqvVR7fmBXgiG6jz4
17,Somebody To Love,happy,"MARF,Wulf",64,https://open.spotify.com/track/2KTO4mRnARHCqXhV8f6MBj
18,Mr. Blue Sky,happy,Electric Light Orchestra,81,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp
19,Geronimo,happy,Sheppard,72,https://open.spotify.com/track/0qt5f5EL92o8Snzopsv0en
20,Out of My League,happy,Fitz and The Tantrums,74,https://open.spotify.com/track/2AYEOC02WLhUiOoaig2SEH
21,Sunday Best,happy,Surfaces,77,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
22,Walking On Sunshine,happy,Katrina & The Waves,80,https://open.spotify.com/track/05wIrZSwuaVWhcv5FfqeH0
23,Say Hey (I Love You) (feat. Cherine Tanya Anderson),happy,"Michael Franti & Spearhead,Cherine Tanya Anderson",66,https://open.spotify.com/track/383B8ksM58jbV3HbiRJo0K
24,Uptown Funk (feat. Bruno Mars),happy,"Mark Ronson,Bruno Mars",84,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS
25,Golden,happy,Harry Styles,82,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
26,Good Time,happy,"Owl City,Carly Rae Jepsen",79,https://open.spotify.com/track/1kPpge9JDLpcj15qgrPbYX
27,Lose Control,happy,"220 KID,S1mba",59,https://open.spotify.com/track/5ugYo7xM632grP29JqjxZa
28,Suddenly I See,happy,KT Tunstall,74,https://open.spotify.com/track/5p9XWUdvbUzmPCukOmwoU3
29,Lucky (feat. Noa Kirel),happy,"Jubël,Noa Kirel",59,https://open.spotify.com/track/1JMDsOUPflzsNN62KEBaH9
30,this is what falling in love feels like,happy,JVKE,82,https://open.spotify.com/track/2PWTZV5znjLtZC5T1EVJvL
31,Legit,happy,"Erlandsson,The High",60,https://open.spotify.com/track/5p0aallQlnYrQmHI10BASz
32,Shake It Off,happy,Taylor Swift,84,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD
33,Hug Me,happy,"Pharrell Williams,Trey Parker",70,https://open.spotify.com/track/6eVM9lCmIqwGTUOoeH61Lu
34,I Want You Back,happy,The Jackson 5,79,https://open.spotify.com/track/5LxvwujISqiB8vpRYv887S
35,Best Friend,happy,Rex Orange County,78,https://open.spotify.com/track/3rPtS4nfpy7PsARctAWpzd
36,Happy birthday to you,happy,Happy Birthday Song,47,https://open.spotify.com/track/56alWioOL5f1Sx60PjDD0D
37,At Least I Had Fun,happy,"Martin Jensen,RANI",67,https://open.spotify.com/track/7jqXDgGWkV4w2ctdb2g59o
38,"Honey, I'm Good.",happy,Andy Grammer,73,https://open.spotify.com/track/4MflGTO2ZTcSQ12bWcyRgI
39,Happy birthday,happy,옐로우페이퍼,45,https://open.spotify.com/track/5MypYZZCEMplPOpx7vpGpZ
40,"Hey, Soul Sister",happy,Train,84,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv
41,In My Zone,happy,Tungevaag,61,https://open.spotify.com/track/3LR2EPyj36gxYgCYbC0au0
42,Relight My Love,happy,"Matisse & Sadko,Mougleta",55,https://open.spotify.com/track/6dKDKwtdZtGlR8e1tZGEYS
43,Brighter Than The Sun,happy,Colbie Caillat,66,https://open.spotify.com/track/5YTtTbqxUzJHD3CpbNHerP
44,Good Vibes,happy,"HRVY,Matoma",69,https://open.spotify.com/track/53kWAAfx7IopXRa31MQHB8
45,Higher Love,happy,"Ali Story,Maria Mathea",54,https://open.spotify.com/track/2yCyr5ZJHDm9CzpPRdduJ9
46,Canyon Moon,happy,Harry Styles,73,https://open.spotify.com/track/5IhzJOXNE7ki0IIJbZbnGq
47,These Are The Days (feat. Liv Dawson),happy,"Anton Powers,ManyFew,Liv Dawson",58,https://open.spotify.com/track/39GX8fhLrxiPcNAMgZhWUa
48,My Life (feat. Joe Killington),happy,"Wh0,Armand Van Helden,Joe Killington",52,https://open.spotify.com/track/5IhCWukOzeazDOHKCKARki
49,Shut Up And Dance With Me,happy,Fun Guns,66,https://open.spotify.com/track/4KYAV74fzH1rUipmxXejw1
50,Don't Worry Be Happy,happy,Bobby McFerrin,71,https://open.spotify.com/track/4hObp5bmIJ3PP3cKA9K9GY
51,You Make My Dreams (Come True),happy,Daryl Hall & John Oates,80,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
52,Dancing in the Moonlight,happy,Toploader,79,https://open.spotify.com/track/3Fzlg5r1IjhLk2qRw667od
53,Send Me On My Way,happy,Rusted Root,70,https://open.spotify.com/track/6XK6Zw6JkFsHXzAcMWNiIr
54,Tongue Tied,happy,GROUPLOVE,80,https://open.spotify.com/track/0GO8y8jQk1PkHzS31d699N
55,AOK,happy,Tai Verdes,76,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
56,Sunroof,happy,"Nicky Youre,dazy",88,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
57,Sunday Best,happy,Surfaces,77,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo
58,Made You Look,happy,Meghan Trainor,91,https://open.spotify.com/track/0QHEIqNKsMoOY5urbzN48u
59,It's a Beautiful Day,happy,Michael Bublé,69,https://open.spotify.com/track/0mvkwaZMP2gAy2ApQLtZRv
60,Say Hey (I Love You) (feat. Cherine Tanya Anderson),happy,"Michael Franti & Spearhead,Cherine Tanya Anderson",66,https://open.spotify.com/track/383B8ksM58jbV3HbiRJo0K
61,Just A Cloud Away,happy,Pharrell Williams,68,https://open.spotify.com/track/0DGTcMqvVR7fmBXgiG6jz4
62,Walking On Sunshine,happy,Katrina & The Waves,80,https://open.spotify.com/track/05wIrZSwuaVWhcv5FfqeH0
63,On Top Of The World,happy,Imagine Dragons,78,https://open.spotify.com/track/213x4gsFDm04hSqIUkg88w
64,Fine By Me,happy,Andy Grammer,67,https://open.spotify.com/track/4wTChU0tU44TAMC0xcQizi
65,Best Day Of My Life,happy,American Authors,80,https://open.spotify.com/track/5Hroj5K7vLpIG4FNCRIjbP
66,Mr. Blue Sky,happy,Electric Light Orchestra,81,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp
67,Electric Love,happy,BØRNS,82,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
68,Shotgun,happy,George Ezra,79,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
69,Candy,happy,Robbie Williams,71,https://open.spotify.com/track/5NlFXQ0si6U87gXs6hq81B
70,Lean On Me,happy,Sandro Cavazza,66,https://open.spotify.com/track/43Hit5V2BpPq2vxvca3ysc
71,Good as Hell,happy,Lizzo,77,https://open.spotify.com/track/6KgBpzTuTRPebChN0VTyzV
72,"Happy - From ""Despicable Me 2""",happy,Pharrell Williams,82,https://open.spotify.com/track/60nZcImufyMA1MKQY3dcCH
73,Lovely Day,happy,Bill Withers,79,https://open.spotify.com/track/0bRXwKfigvpKZUurwqAlEh
74,Wake Me Up Before You Go-Go,happy,Wham!,81,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c
75,Joy,happy,Andy Grammer,67,https://open.spotify.com/track/4Hn4zAkBUaNnT8m9p7cYaf
76,Hey Ya!,happy,Outkast,83,https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM
77,Shut Up and Dance,happy,WALK THE MOON,85,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
78,What A Man Gotta Do,happy,Jonas Brothers,74,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
79,Green Green Grass,happy,George Ezra,84,https://open.spotify.com/track/4N5s8lPTsjI9EGP7K4SXzB
80,Magic In The Hamptons (feat. Lil Yachty),happy,"Social House,Lil Yachty",75,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
81,Good Vibes,happy,"HRVY,Matoma",69,https://open.spotify.com/track/53kWAAfx7IopXRa31MQHB8
82,Build Me Up Buttercup,happy,The Foundations,70,https://open.spotify.com/track/4eGlvsFXmFqdJrVXe9FbgD
83,Look For The Good - Single Version,happy,Jason Mraz,60,https://open.spotify.com/track/4XI5GjQ6zcJXsDnuyOGGEa
84,Upside Down,happy,Jack Johnson,76,https://open.spotify.com/track/0aJrYfARfCKzv6gXjhs4SZ
85,ABC,happy,The Jackson 5,71,https://open.spotify.com/track/6D8kc7RO0rqBLSo2YPflJ5
86,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",happy,Justin Timberlake,80,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
87,Be Kind,happy,Zak Abel,62,https://open.spotify.com/track/5pE4OLVJh5rjaLERbUgBB2
88,Damn It Feels Good To Be Me,happy,Andy Grammer,64,https://open.spotify.com/track/3LymIBUSWRoxxm7W5UQlXl
89,I Got You (I Feel Good),happy,James Brown & The Famous Flames,73,https://open.spotify.com/track/5haXbSJqjjM0TCJ5XkfEaC
90,Sugar Sugar,happy,The Archies,71,https://open.spotify.com/track/6MTd61g9zq6CB1FnJydjEb
91,I'm A Believer,happy,Smash Mouth,69,https://open.spotify.com/track/0C9jZPUv4SuaXkuEQw6L40
92,Sheesh!,happy,"Surfaces,Tai Verdes",65,https://open.spotify.com/track/2z7VITS30dBexE91V5QXWv
93,Sunday Candy,happy,Nico Segal,64,https://open.spotify.com/track/6fTdcGsjxlAD9PSkoPaLMX
94,I Feel Like Dancing,happy,Jason Mraz,70,https://open.spotify.com/track/4xYlpJPENfM4DT0rUYFqSP
95,I’m Alive (Life Sounds Like),happy,Michael Franti & Spearhead,53,https://open.spotify.com/track/2UH4rbT5WrO2sDCanZI0vX
96,Weatherman,happy,Eddie Benjamin,64,https://open.spotify.com/track/5CmIIBRVQWLX2uXAkuBlS8
97,The Best Days (feat. Tabitha),happy,"Sam Feldt,Karma Child,Tabitha",61,https://open.spotify.com/track/140XpWSdJ0jZEbLj9iVnPA
98,Brighter Than The Sun,happy,Colbie Caillat,66,https://open.spotify.com/track/5YTtTbqxUzJHD3CpbNHerP
99,Lollipop,happy,MIKA,60,https://open.spotify.com/track/2NjhV99ncY4A5lSkTHvTtU
100,when the party's over,sad,Billie Eilish,85,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
101,Heather,sad,Conan Gray,88,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
102,Get You The Moon (feat. Snøw),sad,"Kina,Snøw",80,https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
103,Jocelyn Flores,sad,XXXTENTACION,84,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
104,Before You Go,sad,Lewis Capaldi,86,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
105,Romantic Homicide,sad,d4vd,92,https://open.spotify.com/track/1xK59OXxi2TAAAbmZK0kBL
106,Star Shopping,sad,Lil Peep,87,https://open.spotify.com/track/6Ox1rvlwEpB49drasQm6RF
107,IDK You Yet,sad,Alexander 23,77,https://open.spotify.com/track/0j1Ia2lQWrcXrQZI4AdJlk
108,All I Want,sad,Kodaline,82,https://open.spotify.com/track/0NlGoUyOJSuSHmngoibVAs
109,Train Wreck,sad,James Arthur,81,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
110,Let Me Down Slowly,sad,Alec Benjamin,86,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
111,lovely (with Khalid),sad,"Billie Eilish,Khalid",90,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
112,that way,sad,Tate McRae,79,https://open.spotify.com/track/7l97ElWmIdVHWUaOeeU5ZC
113,Fourth of July,sad,Sufjan Stevens,81,https://open.spotify.com/track/5Qnrgqy1pAm9GyNQOgyVFz
114,Revenge,sad,XXXTENTACION,88,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
115,Again,sad,"Shiloh Dynasty,Timmies",74,https://open.spotify.com/track/5e2l2ZAMwHmrkdM4Z6NhAR
116,Atlantis,sad,Seafret,87,https://open.spotify.com/track/1Fid2jjqsHViMX6xNH70hE
117,Someone You Loved,sad,Lewis Capaldi,90,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
118,Alone,sad,"SadBoyProlific,Ivri",68,https://open.spotify.com/track/50OPOdJbRx9iCJXGultmUf
119,Love Is a Drug,sad,Papithbk,68,https://open.spotify.com/track/0Q06s7TNQH8irO2sfvuFnn
120,Vas,sad,jagger finn,78,https://open.spotify.com/track/6S7o12almFeL57rbRvdY5l
121,If By Chance,sad,Ruth B.,71,https://open.spotify.com/track/21dpBHPTV7ythCHBI6Slcw
122,Six Feet Under,sad,Billie Eilish,75,https://open.spotify.com/track/2VlLbhGLVJgdOW7kKdWWFc
123,Lights Are On,sad,Tom Rosenthal,81,https://open.spotify.com/track/4IhTXiZLKATmwhMZIb1GQN
124,Jealous,sad,Labrinth,77,https://open.spotify.com/track/4G92yYrUs0cvY7G41YRI0z
125,Carry On,sad,XXXTENTACION,75,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
126,You Broke My Heart Again,sad,"Teqkoi,Aiko",68,https://open.spotify.com/track/3jZDWsoxRHzzp3DYV8qeXE
127,"I miss you, I’m sorry",sad,Gracie Abrams,79,https://open.spotify.com/track/4nyF5lmSziBAt7ESAUjpbx
128,Water Fountain,sad,Alec Benjamin,78,https://open.spotify.com/track/4IhKLu7Vk3j2TLmnFPl6To
129,Inside Out,sad,Duster,80,https://open.spotify.com/track/6WlmEymaXKMRs3D2c4j6os
130,Why Am I Waiting,sad,Papithbk,71,https://open.spotify.com/track/2po3166NqW72LwAwh8Hbld
131,Break My Heart Again,sad,FINNEAS,73,https://open.spotify.com/track/0DGh73t9eaZA3X3ZXHf4Qe
132,Dance with Me,sad,"CORBAL,Shiloh Dynasty,itssvd",71,https://open.spotify.com/track/55rn9bs7vZBsEK4Y4URraH
133,Bored,sad,Billie Eilish,85,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
134,Happiest Year,sad,Jaymes Young,76,https://open.spotify.com/track/219slQu3ALbTSAe9P22hvE
135,Hold Me While You Wait,sad,Lewis Capaldi,80,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
136,Hope,sad,XXXTENTACION,86,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
137,Depressed,sad,Leanboys,64,https://open.spotify.com/track/5V2zkdP7nOmnSOhTD7TXy8
138,Already Gone,sad,Sleeping At Last,68,https://open.spotify.com/track/5zCunX8URvLoBHlg1Fnjv6
139,July,sad,Noah Cyrus,81,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
140,i don't feel part of the world anymore,sad,"itssvd,CORBAL,Shiloh Dynasty",70,https://open.spotify.com/track/11iiMB7TmFTtaXT4YJAltw
141,Bernafas Tanpamu,sad,Last Child,69,https://open.spotify.com/track/1imyB3ufkQTtOnD2PYUSuu
142,I'm Not Enough and I'm Sorry,sad,"Teqkoi,Snøw",62,https://open.spotify.com/track/4P1L6AniTDJzANaubzWGYs
143,I Lost a Friend,sad,FINNEAS,67,https://open.spotify.com/track/5v1sPD1lu2wiPzi07tW8zm
144,i love you,sad,Billie Eilish,81,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
145,Sorry,sad,Halsey,73,https://open.spotify.com/track/44n97yHySt0Z9rqPaXgjCK
146,Forever,sad,Lewis Capaldi,78,https://open.spotify.com/track/12OLyHDxt6dqlAybSPFBK3
147,Everybody Dies In Their Nightmares,sad,XXXTENTACION,85,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
148,It's Ok,sad,Tom Rosenthal,71,https://open.spotify.com/track/2Iyfw8YfKruAagJwGc4G07
149,Teenage Mind,sad,Tate McRae,71,https://open.spotify.com/track/1vdjJ55uw3WOuu7ZSyABFP
150,Hold On,sad,Chord Overstreet,82,https://open.spotify.com/track/5vjLSffimiIP26QG5WcN2K
151,Happiest Year,sad,Jaymes Young,76,https://open.spotify.com/track/219slQu3ALbTSAe9P22hvE
152,i love you,sad,Billie Eilish,81,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc
153,Bruises,sad,Lewis Capaldi,83,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
154,July,sad,Noah Cyrus,81,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
155,traitor,sad,Olivia Rodrigo,87,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
156,Half A Man,sad,Dean Lewis,78,https://open.spotify.com/track/1ugQtcwmKOXvKAYzhjncmv
157,Falling,sad,Harry Styles,85,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
158,One Day,sad,Tate McRae,71,https://open.spotify.com/track/4Ey0LK1HzksUqm9JLzzKuD
159,Supermarket Flowers,sad,Ed Sheeran,76,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG
160,Trying My Best,sad,Anson Seabra,66,https://open.spotify.com/track/6hjh2phISvfR1Ib6S0FK7b
161,Atlantis,sad,Seafret,87,https://open.spotify.com/track/1Fid2jjqsHViMX6xNH70hE
162,Glimpse of Us,sad,Joji,82,https://open.spotify.com/track/4ewazQLXFTDC8XvCbhvtXs
163,TV,sad,Billie Eilish,87,https://open.spotify.com/track/3GYlZ7tbxLOxe6ewMNVTkw
164,Forever,sad,Lewis Capaldi,78,https://open.spotify.com/track/12OLyHDxt6dqlAybSPFBK3
165,Lonely,sad,Noah Cyrus,70,https://open.spotify.com/track/6U1iuA5QfzYRPJxvdcxqtf
166,"All I Want - From ""High School Musical: The Musical: The Series""",sad,"Olivia Rodrigo,Disney",79,https://open.spotify.com/track/4Yxc55NX3tAXC2mHRAhtcW
167,Be Alright,sad,Dean Lewis,79,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
168,Heather,sad,Conan Gray,88,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
169,you broke me first,sad,Tate McRae,84,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
170,Touch,sad,Sleeping At Last,69,https://open.spotify.com/track/4g2WiijzSKzH8PApKDbadN
171,Broken,sad,Isak Danielson,74,https://open.spotify.com/track/2FkbeqpCrjjDdVH1SZgDo6
172,Train Wreck,sad,James Arthur,81,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
173,If By Chance,sad,Ruth B.,71,https://open.spotify.com/track/21dpBHPTV7ythCHBI6Slcw
174,Six Feet Under,sad,Billie Eilish,75,https://open.spotify.com/track/2VlLbhGLVJgdOW7kKdWWFc
175,Someone You Loved,sad,Lewis Capaldi,90,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
176,IDK You Yet,sad,Alexander 23,77,https://open.spotify.com/track/0j1Ia2lQWrcXrQZI4AdJlk
177,"i hate u, i love u (feat. olivia o'brien)",sad,"gnash,Olivia O'Brien",78,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
178,Out Of Love,sad,Alessia Cara,73,https://open.spotify.com/track/4WzhjxvLP95y7AMDy0Atwb
179,Family Line,sad,Conan Gray,78,https://open.spotify.com/track/0iNZGC211wst3VjtobNnC5
180,Dancing With Your Ghost,sad,Sasha Alex Sloan,81,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ
